Tue 5 Apr 2016	6.0	* walkabout with Adrian (rental and Leeston Hire) * sweep and spider spray south-west walls of room 14 and tech rooms * 2 top coats of new cover boards end room 14 * wet and forget; one backpack on tennis court (1/2 way across court 4) * finish clearing north perimeter tennes courts, began west perimeter (1hr) * clear branches and old flax pile from under eucaplytus in preparation for tomorrow * after 3pm wet and forget and weed spray in outdoor common areas * end of day lock up (with Adrian assist)							6.0						
Wed 6 Apr 2016	6.0	* collect and return tractor from Leeston Hire (0945hrs - 1615hrs) * clear, scrap, fill, and pile material along rugby field under eucalyptus.							6.0						
Thu 7 Apr 2016	6.0	* assemble and deliver new desks for enable room (3hrs) * cleaner supplies * dismantle basketball hoops (doh!) * west perimeter tennis courts (1hr) * common area bins * end of day lock up							6.0						
Fri 8 Apr 2016	6.0	* tidy, organise PE shed (where Roger will assemble blue boards for open day) * tidy, sweep boiler room * bring cardboard from Kelly room (computer boxes); seperate and flatten * cut template for mat to cross C block courtyard * clean BBQ (one completed) * rubbish round * end of day lock up (Adrian assist)							6.0	30.0	0.0	0.0	0.0	30.0	I worked after time until 5:30; tidied, pruned and weeded the herb garden. Mulched with compost from home.
Mon 11 Apr 2016	3.5	* clean vomit in sick bay * collect carpet vacumn from Nairns * clean final 2 BBQs * cut metal flashing for external light north end SCR * end of day lock up			2.5	* weed and tidy front carpark and admin gardens * weed, dead head, mulch, and water Anzac rose garden			6.0						
Tue 12 Apr 2016	6.0	* No Adrian, no keys, no access * Hornby Toolshed for compressor, faulty, return for swap * mount flashing made for north SCR * wash bookcase for painting * bag cabbage leaves * common area bins * end of day lock up							6.0						
Wed 13 Apr 2016	3.0	* erect new rugby posts with Adrian * rubbish round * clean vomit in A block common room * end of day lock up (Adrian assist)	3.0	* mark lines both rugby fields					6.0						
Thu 14 Apr 2016	6.0	* general rubbish collection round school and in gardens (2hrs) * far southwest corner; collect rubbish, tidy existing historic garden waste pile (branches, roses, grasses, cabbage tree leaves and flax) * east corner; collect rubbish around container and in tree line * scrap composting material off southern asphalt path (result of dumping of grass clippings) * wet and forget (2 backpacks) tennis court * common area bins * end of day lock up							6.0						
Fri 15 Apr 2016	6.0	* remove remaining 2 tennis nets * re-net 3 netball hoops (missing or damaged) * erect netball posts (x4) including gravel and rubbish from holes to ensure the posts sit fully within * wet and forget (2 1/2 backpacks) tennis court (1 to go?) * an hour working on west perimeter tennis court * rubbish round * end of day lock up							6.0	24.5	3.0	2.5	0.0	30.0	
Mon 18 Apr 2016	6.0	* remove shelving from Jan's room * carpet clean A block common and Rob's computer room; clean machine and move across to room 17 (took me through to 4pm)							6.0						Term break begins.  Adrian vanished shortly after 10am and reappeared at 2pm. Does he actually do anything?
Tue 19 Apr 2016	5.5	* remove builders rubbish from B block * carpet clean rooms 17 and 18; stack furniture, vacumn.			0.5	* start tidy up east perimeter carpark			6.0						
Wed 20 Apr 2016	4.5	* remove builders rubbish from B block * carpet clean room 16; stack furniture, vacumn. * notice and repair a couple of legs of the 'new' tables			1.5	* tidy up east perimeter carpark (4 woolsacks), remains unfinished.			6.0						
Thu 21 Apr 2016	6.0	* clean gutter joins rooms 19/20 ready for realigning and gluing (pvc cement too old and useless) * carpet clean rooms 22/23 and foyer. Machine breaks at end of day so didn't finish room 22							6.0						
Fri 22 Apr 2016	5.5	* bring in pvc cement from home and rejoin/glue gutter * replace bulbs staff toilets and dust ceilings and skylights * repair BBQ wheels and pack tennis net * take new exterior mat to block C, use my template to cut one end. Found that door will scrap on mat so stopped for later discussion with Adrian * 3 packpacks of wet and forget on tennis court to complete court 6 (last) and pathway on court perimeter/agriculture * re-hang AV gate in gym backstage			0.5	* completed carpark east perimeter garden			6.0	27.5	0.0	2.5	0.0	30.0	
Mon 25 Apr 2016		Anzac Day													
Tue 26 Apr 2016	4.0	* cut and lay mats and edging in C block exterior courtyard	2.0	* mow on diagonal main field (around half completed)					6.0						Adrian gone by 11am, back at 1:30pm. Anything acheived Adrian?
Wed 27 Apr 2016	3.0	* walkabout with Adrian (shows me tree pruning) * round-up tennis court, back driveway, jungle gym area (1hr, 1 packpack) * sweep, weed perimeter of carpark, especially under sleepers, thinned grasses at principals carpark			3.0	* 3Ds and lift skirts of trees in back field, down path (3hrs, 2 full trailer loads - filled skip) * 3Ds magnolias and one out front			6.0						
Thu 28 Apr 2016	6.0	* worked in northeast corner of field; pruned trees and shrubs along north and east perimeter, some 40 trees and shrubs, 3 trailer loads of material loaded and carted to skip * long jump pit hoed and raked and leveled							6.0						4:30 finished and cleaned up. Again no access to caretakers hovel so clean up in teachers facilities.
Fri 29 Apr 2016	2.5	* push mow edges, cricket nets etc, tidy and mow staff area * pull out stage with Adrian * empty trailer and load other tree waste into empty skip	2.0	complete field mow main field, did longer half of rugby field (told to only do main field)	1.5	* H block weed gardens and clear under seating (unfinished)			6.0	15.5	4.0	4.5	0.0	24.0	
Mon 2 May 2016	5.5	* discuss with Adrian his days off * reassemble basketball hoops and replaced back board * begin work to replace current hoops in gym * clear gutters as necessary: all admin block, A block north, east and courtyard, east side C block (first time), east side boiler building (3 hrs total)			0.5	* H block weed gardens and clear under seating (completed)			6.0						
Tue 3 May 2016	6.0	* remove old and install new basketball hoops in gym * common area bins * end of day lock up							6.0						
Wed 4 May 2016	6.0	* replace skylight norwest B block * assemble table Liz's room * assemble 4 office chairs resource room 19/20 * saw off broken end of bus bumber stop, paint bare timber * remove unused boxes from art room * unhang workshop door and remove an inch to allow space for foot mat * replace fluro tube room 18 * water rimu tree (shouldn't the kids be doing that - it is almost dead already) * save the day for Donna's unfolding drama with office cabinet * full rubbish round * end of day lock up							6.0						
Thu 5 May 2016	2.5	* replace broken louvres in boys changing room, gym * fill with mortar a hazardous step at base end of B block ramp east (NB keep an eye on this because I'm not 100% confident that it will hold in place) * end of day lock up			3.5	* weed, hoe, rake, and tidy gardens: - admin front and carpart - anzac garden - west A block - east C block - west B block (partial)			6.0						
Fri 6 May 2016	6.0	* install shelves in room 20 * adjust door closers (mostly where slamming): - gym staff exterior door - gym south door - rooms 12/13 exterior doors * remove padlock on gym AV cage with boltcutters (key?) * repair storage boxes (x4) and take to Wilson room * replace toilet roll holder B block * tidy in tractor garage * tree branches to skip * remove 'dead' roses and plant rhododendron * full rubbish round * end of day lock up							6.0	26.0	0.0	4.0	0.0	30.0	
Mon 9 May 2016	6.0	* take trailer to Leggs for light repair * strip, sand, prime, and 1st coat; shelves outside Gavin's office and Amy's room * wash mat from workshop to go to B block * install 2 shelves room 20 (2.3m) * change fluro room 12 * move panel outside student services for wheelchair access * replace skylight C block east * end of day lock up							6.0						
Tue 10 May 2016	4.0	* cut and prime section in H block south seating * collect builder's debris B block * round-up bus bay, down west and south of A block and front of library (7 ltrs, 1 hr) * collect more builders debris * relocate curtain rail for Liz * common area bins * end of day lock up 			2.0	* clear under camelias and flax east C block, 5 woolsacks			6.0						
Wed 11 May 2016	3.0	* meeting with Gavin and Jon * clean out fins and firebox in boiler * clean drinking fountains * rubbish round * end of day lock up			3.0	* conplete dead heading agapanthus and flax west C block * prune, tidy and clear garden outside Maori (O block) * tidy, clear and trim flax outside Japanese (P block) * rake leaves in staff garden (5 woolsacks in total)			6.0						
Thu 12 May 2016	6.0	* bannister rails in gym (north stairwell and next to AV cabinet); build, prime, paint * repair door closer main library door * sharpen scissors * common area bins * end of day lock up							6.0						
Fri 13 May 2016	6.0	* complete bannister rails in gym * observe and repair loose decking B block common * assist with trampoline * paint cut section of seating in H block * reinstate netball hoops * rubbish round * (Adrian did lock up - no kids, no rubbish							6.0	25.0	0.0	5.0	0.0	30.0	
Mon 16 May 2016	5.5	* moving and storing furniture - repack furniture in van garage and container to make space * sweep and clean up around caretakers area * garden waste to bin * repair library counter; cut and paint bottom trim * end of day lock up			0.5	* mulch library garden			6.0						
Tue 17 May 2016	5.5	* repair bracket vent pipe staffroom north * remove broken brackets downpipe B block south west * build fencing around library garden; posts for seating and simple low rail * clear around sign at back gate, clean, brush, and 1st coat magenta * common area bins * end of day lock up			0.5	* transplant akeake to library garden			6.0						
Wed 18 May 2016	6.0	* with Adrian move house bleachers * repair/replace downpipe clips B block south west * paint and highlight lettering rear entrance school sign (2hrs) * straighten 2 discus pole sockets; dig out and reset (1 hr) * wipe down shelves in outdoor common areas * clean home ec. bin * rake cabbage leaves in native garden * rubbish round * end of day lock up							6.0						
Thu 19 May 2016	4.5	* scrub away thick build up of moss at gym changing rooms/gym staff room * identify and clear 3 downpipes rear of gym * restring 1 basketball hoop * common area bins * end of day lock up			1.5	* grub weeds behind music, raised garden, health, PE garage, and gym staff garden * quick hoe and clear rubbish in common area courtyards			6.0						
Fri 20 May 2016	5.0	* check, replace, repair as many fluros as possible in Kelly Room and metalwork * clean tech wash station and basin * garden waste to skip * replace string of 2nd gym basketball hoop * repair waste water pipe room 20 drinking fountain * cleaners supplies * full rubbish round * end of day lock up			1.0	* remove dead hebes H block (x4) * trim to clear head height the acer by library * keep up with water on translplanted akeake			6.0	26.5	0.0	3.5	0.0	30.0	
Mon 23 May 2016	6.0	* collect materials, measure, cut and install panels in A and B block common areas * rescue leak in gym with Adrian (3pm) * end of day lock up (Adrian assist)							6.0						
Tue 24 May 2016	6.0	* cut and install flashing on gym roof to resolve leak * repair baseboard H block * earthquake strapping shelves in enable room * straighten and refix door bolt A block * check and level all chairs, room 15 * silicone and tape for leaks in skylight windows over enable room * clean bin * clear gutter C block east * end of day lock up							6.0						
Wed 25 May 2016	4.0	* replace fluros; Liz's office, room 1 * clear gutters and downpips at gym staff office * full rubbish round * end of day lock up			2.0	* rake, sweep and collect leaves from around front and garden of admin (6 woolsacks)			6.0						
Thu 26 May 2016	6.0	* clear and repair gutters on languages building * tidy around student services * rope off grass behind bus bay * mount cupboard in enable room and replace fluro (fail on fluro) * common area bins * end of day lock up							6.0						
Fri 27 May 2016	9.5	* 6am unlock * replace bulbs and scrap ceilings; A and B block toilets * sweep C block courtyard and other corners * clear water outside canteen * dig out sediment pits around canteen (3 barrow loads) * rubbish to skip * walk down to collectt van from Baylis (warrant) * purchase and install mortise lock for between rooms 4 and 5 * full rubbish round * end of day lock up (4-5 pm)			0.5	* begin prune of pittosporum at east B block			10.0	31.5	0.0	2.5	0.0	34.0	worked 0600-1700 with two tea breaks
Mon 30 May 2016	7.5	* check boiler and unlock school * change towel A block girls * clear leaves staff car park * cleaners supplies * clear water at canteen * remove and file bottom of Kelly room external door * take van to Baylis for tyres and walk back * move fridge units to  M block - reposition wall cabinets to make room * make up door stops for between tech rooms * show trade electrician for new fluros in tech, Kelly and room 1 * end of day lock up			3.0	* complete prune of pittosporum hedge * clear between raised garden and B block east, sweep and collect material * mulch same garden * collect cabbage leaves from native garden (outside woodwork) * prune 2 camelias west C block			10.5						started 0530 to ensure boiler operation (not necessary as it turned out), took two tea breaks
Tue 31 May 2016	10.0	* check boiler and unlock school * change towel A block boys * replace fluros in rooms 12, 14, 15, SCR, Student Services * replace bulb C block girls * complete repair of light fitting A block girls * clear downpipes H block (do gutters please!) * create and install curtains ties B block labs * replace glass fire point B block (Josh) * reposition ceiling mount for projector; Dayle, room 6 * replace cabinet hinges lab A (Hannah) * cut down computer desks room 5 (Maria) * look at fix for music office door (Martin); fail, locksmith required * begin priming panels in A block * end of day lock up							10.0						worked 0600-1700 with two tea breaks (rain all day)
Wed 1 Jun 2016	6.0	* check boiler and unlock school * lights staff mens and room 18 * fix loose plate B block southwest door * fix loose handle lab D (Gary) * oil Kelly room hinge * clear gutter A block east * tidy and clean at  entrance A block east * clear material A block roof leak * finish priming panels A and B block * cut staves for desks * clean all outside bin lids * rubbish round * end of day lock up			4.0	* prune remaining camelias outside tech * prune pittosporum at east A block * another section of tennis court west boundary * rake leaves rear of admin and south B block			10.0						worked 0600-1700 with two tea breaks
Thu 2 Jun 2016	10.5	* open - frost, checked steps and posted signs * cleaners supplies * light in staff mens * towel B block girls * two sets of fluros in wood workshop storage rooms * finish priming panels * replace 6 desktops for health * repair library door * more pruning of tennis court west perimeter * sweep and rake leaves east B block/rooms 19,20 * sweep and mop out caretakers rooms and toilet * meeting 3-4:15 * end of day lock up							10.5						worked 0600-1730 with two tea breaks  This is the first time the caretakers rooms have had a proper clean. I've swept a few times but never seen it cleaned.
Fri 3 Jun 2016	8.5	* open - frost, checked steps and posted signs * cleaners supplies * towels A + B block boys * mat for Kelly room * remove padlock from staffroom and sort expired beer * broom and brush steps and doorways (whole, almost) school * clean courtyard bin lids * remove moss from native garden path (brush, water, elbow grease) * clear path from back gate (Mountain View) and empty bin * timber stakes fpr ropes at language/student services) - pigtails fail * check service dates for van and tractor * retreive ball from gym roof * secure broken door glass panel B block NW * clean fumace box * fill nail holes and sand common room panels* * rubbish round * end of day lock (check H block because Lois away)			2.0	* removed grasses at rose garden and under acer (replanted some in native garden) * potted self-seeded akeake for later use * tidied rose garden			10.5	42.5	0.0	9.0	0.0	51.5	worked 0600-1730 with two tea breaks
Mon 6 Jun 2016		public holiday													
Tue 7 Jun 2016	6.0	* install wall of shelving back room art * check window latch room 19 - cut stave as temporary solution * end of day lock up (Adrian assist)							6.0						
Wed 8 Jun 2016	6.0	* wheelchair ramp at health room entrance * help Adrian move props from Wilson room * clear blocked drinking trough * stave for broken window latch room 20 * full rubbish round * end of day lock up (Adrian assist)							6.0						service staff morning tea 1030-1100
Thu 9 Jun 2016	6.0	* install new dryer home economics - clean floor and surrounds, clear blocked air exhaust * uninstall broken alarm exterior room 19 * straighten window latch lab B * first coat red and yellow (8 panels) in common areas A and B (2hrs) * clean extraction filters in home economics * common area bins * water akeake planting at library * end of day lock up 							6.0						
Fri 10 Jun 2016	6.0	* earthquake strapping of 4 shelving units in admin * strapping of shelves and props in Wilson room * reseal glass pane in skylight block C - also clear internal guttters (south end) * full rubbish round * end of day lock up							6.0	24.0	0.0	2.0	0.0	26.0	
Mon 13 Jun 2016	6.0	* install mount, stem and projector in map room, library * clear out diesel solid waste collector * Gavin's office: cabin hook, door stop, lift carpet, lay carpert tiles, skirting * end of day lock up							6.0						
Tue 14 Jun 2016	6.0	* remount barge flashing on gym roof * paint colour panels, A and B block * common area bins * end of day lock up							6.0						
Wed 15 Jun 2016	6.0	* paint colour panels, A and B block * create and mount curtain ties labs A and B * full rubbish round * test carpet cleaning machine							6.0						
Thu 16 Jun 2016	4.0	* move bleachers off field with Adrian * clear gutters H block (rooms 14/15) * cut, glue, and screw perspex to broken window over woodshop * cut and fit carpet edging for Gavin's office * common area bins * end of day lock up			2.0	* shrubs, trees and garden at caretakers workshop			6.0						
Fri 17 Jun 2016	6.0	* clean graffiti tennis court wall * clear gutters H block (French/Mower) * artificial grass cover for field riser * full rubbish round * carpet clean B block common room							6.0	28.0	0.0	2.0	0.0	30.0	Start time 11:30, finish 17:30
Mon 20 Jun 2016		sick							0.0						
Tue 21 Jun 2016		sick							0.0						
Wed 22 Jun 2016	6.0	* tractor to Cochranes and walk back * cut and fit hardies panel to room 17 door, and prime coat * light bulbs gym foyer and B block boys toilet * replace towel rolls in Home Economics * remove rotten mat SW B block and repair with decking timber * full rubbish round * end of day lock up							6.0						FInish 4:30 with extra rubbish and clear herb garden
Thu 23 Jun 2016	5.0	* clear drain behind gym * clear drain behind PE shed/music and make cover for drain * clear coffee machine drain * light bulbs in PE boys and girls changing room toilets * replace window catches (2) in rooms 19 and 20 * common area bins * clear Art room sink * collect rubbish from rooms and common areas			1.0	* hoe beds Anzac garden, along A block and B block * hoe courtyard gardens			6.0						
Fri 24 Jun 2016	6.0	* repair and assist erect display in school entry * walk to Cochranes, collect tractor * BBQ repair (check fixings, replace wheel) and deliver to gym * Adrian walk through fire alarm and security * re-fix tap in canteen (add block) * remove back board from basketball hoop in tennis court * begin clear pits back of tennis court * collect BBQs - check one, seems ok * full rubbish round * end of day lock up (Adrian back end)							6.0	17.0	0.0	1.0	0.0	18.0	
Mon 27 Jun 2016	6.0	* check and clear gutters * investiagate repair of tennis court basketball hoop, cut out asphalt, cut pins, lift, rope and prop - remove backboard and hoop * cut replacement backboard to size and paint * dismantle chairs for metal scrapping							6.0						
Tue 28 Jun 2016	6.0	* take metal to metalcorp * sweep and tidy scrap pile * pre-drill basketball post base * mark on plan all fire points * recoat day-glo at gym * remove 'graffiti' (numbers) at B block lockers * common area bins * end of day lock up							6.0						
Wed 29 Jun 2016	5.0	* move computer 'graveyard' to power room * clear moss there also * pull out stage with Adrian * full rubbish round * drill hole for library chain * end of day lock up (with Adrian)			1.0	* clear garden outside power room (prune pitto, rake etc)			6.0						
Thu 30 Jun 2016	6.0	Caretakers Conference							6.0						
Fri 1 Jul 2016	6.0	* put away stage with Adrian * decommission log bridge with barrier and tape * decommission climbing cable by removal * put away display panels from Wilson room (with Adrian) * paint no parking on asphalt at emergency vehicle entry * mount cabin hook at library door * mount hook for chain at library * clean moss: bus shelter, bins at anzac garden, back path at tech, and boiler/cage entry * scrap and scrub skip (new skip delivered recently has very bad smell) * full rubbish round							6.0	29.0	0.0	1.0	0.0	30.0	worked 9am-3pm, early start to put away stage
Mon 4 Jul 2016	6.0	* move furniture with Adrian * make up block and fit chain at library, prime * dig out, clear and tap bolt holes in gym * end of day lock up							6.0						
Tue 5 Jul 2016	4.0	* rope off grass areas * check curtain at Kidds * repair free standing whiteboard * scrub lichen from basketball back board * common area bins * unblock sink lab A * lock up with Adrian			2.0	* weed, hoe front admin, anzac and west A block gardens			6.0						
Wed 6 Jul 2016	6.0	* move computer stuff to power room (2nd load) * old sound equipment to Wilson room (drama) * scrub and water blast south wall gym * full rubbish round * lock up with Adrian							6.0						
Thu 7 Jul 2016	6.0	* itemise computer graveyard * scrub and water blast east wall gym * repair gym form * collect van from Leggs * common area bins * lock up with Adrian							6.0						
Fri 8 Jul 2016	6.0	* measure and order spacefold for gym * repair and renovate basketball hoops and back boards (weld repair broken hoop etc) * full rubbish round * lock up with Adrian							6.0	28.0	0.0	2.0	0.0	30.0	
Mon 11 Jul 2016	6.0	* dig and concrete and plumb 1 baksetball pole on tennis court * paint repaired canteen hoop * paint backboards, drill hoops							6.0						
Tue 12 Jul 2016	6.0	* dig and concrete and plumb 2nd baksetball pole on tennis court * assemble hoops and backboards x2 * mount canteen hoop							6.0						
Wed 13 Jul 2016	6.0	* playground: plug holes with dowel, straighten and fix climbing wall * more work on tennis court hoops, remove bracing							6.0						
